"participantId","heuristic","dataProcessingConsent","attentionCheckFailures","dataUsableForResearch","gender","age","educationLevel","englishLevel","politicalSpectrum","newsConsumption","newsOutlets","musk1","musk2","musk3","musk4","perception1","perception2","perception3","perception4","attentioncheck","perception5","perception6","perception7","perception8","perception9","detection1","detection2","detection3","detection4","detection5","detection6","annotation1","annotation2","annotation3","annotation4","annotation5","annotation6","duration","bias_perception1","bias_perception2","bias_perception3","bias_perception4","bias_perception5","bias_perception6","bias_perception7","bias_perception8","bias_perception9","bias_detection1","bias_detection2","bias_detection3","bias_detection4","bias_detection5","bias_detection6","sent_perception1","sent_perception2","sent_perception3","sent_perception4","sent_perception5","sent_perception6","sent_perception7","sent_perception8","sent_perception9","sent_detection1","sent_detection2","sent_detection3","sent_detection4","sent_detection5","sent_detection6","bel_perception1","bel_perception2","bel_perception3","bel_perception4","bel_perception5","bel_perception6","bel_perception7","bel_perception8","bel_perception9","bel_detection1","bel_detection2","bel_detection3","bel_detection4","bel_detection5","bel_detection6","truth_perception1","truth_perception2","truth_perception3","truth_perception4","truth_perception5","truth_perception6","truth_perception7","truth_perception8","truth_perception9","truth_detection1","truth_detection2","truth_detection3","truth_detection4","truth_detection5","truth_detection6","cred_perception1","cred_perception2","cred_perception3","cred_perception4","cred_perception5","cred_perception6","cred_perception7","cred_perception8","cred_perception9","cred_detection1","cred_detection2","cred_detection3","cred_detection4","cred_detection5","cred_detection6","share_perception1","share_perception2","share_perception3","share_perception4","share_perception5","share_perception6","share_perception7","share_perception8","share_perception9","share_detection1","share_detection2","share_detection3","share_detection4","share_detection5","share_detection6"
"6f4141e2-f7d5-4e8e-9029-28d86645573c","POLITICAL","True",0,"True","Female",24,"Bachelor’s degree","Advanced",-10,"Several times per day","{""New York Post"",""The Washington Post""}",5,-5,-5,-5,"{""Somewhat disagree"",""Not at all emotional"",""Extremely believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Low believability"",Truthful,""Low credibility"",""Very unlikely""}","{Disagree,""Low emotionality"",""Very believable"",Truthful,Credible,Unlikely}","{Agree,""Very emotional"",Believable,Truthful,""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",Believable,""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Very truthful"",""Very credible"",Unlikely}","{""Somewhat agree"",""Low emotionality"",""Extremely believable"",""Very truthful"",""Very credible"",Unlikely}","{Agree,Emotional,Believable,""Moderately truthful"",""Low credibility"",""Very unlikely""}","{Agree,""Very emotional"",Believable,""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Very believable"",""Very truthful"",""Very credible"",""Somewhat unlikely""}","{Agree,""Moderately emotional"",Believable,Truthful,""Moderately credible"",Unlikely}","{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,""Moderately credible"",""Very unlikely""}","{Agree,Emotional,""Very believable"",Truthful,""Moderately credible"",Unlikely}","{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",Unlikely}","{5,27,28,36,37,40,41}","{16,27,28,30,31,32}","{16,22,24,32,33,34,46,47,48}","{3,11,22}","{1,2,3,4,5,11,15,18,32}","{}",14.3983333309491,-1,3,-2,2,-2,3,-3,1,2,2,1,2,1,2,-2,1,6,2,6,1,7,1,2,5,6,3,4,4,5,2,7,2,6,5,7,5,7,7,5,5,6,5,5,6,6,6,5,5,5,7,1,6,6,4,2,6,5,5,5,6,6,2,5,3,7,1,6,6,2,2,6,4,4,4,6,-3,-3,-2,-3,-3,-3,-2,-2,-3,-3,-1,-2,-3,-2,-2
"e7938f40-ce31-40a5-9be6-16946d7302aa","BIAS_GAUGE","True",0,"True","Female",34,"Graduate work","Advanced",-9,"Several times per day","{""New York Times"",""USA Today"",""The Washington Post"",""The Wall Street Journal"",""The Guardian"",BuzzFeed,Vice,""Business Insider""}",3,-3,-5,-3,"{""Strongly agree"",""Very emotional"",""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Disagree,""Low emotionality"",Believable,""Very truthful"",""Very credible"",""Very unlikely""}","{Agree,""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",Emotional,""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{Agree,""Low emotionality"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Moderately emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Agree,""Very emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Very emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{11,12,13,27,28,34,35,36,37}","{13,14,15,16,27,28}","{16,24,25}","{0,1,2,3,8,9,11,21,22,23,24,25,33,35,36,37,38,39}","{0,1,3,4,5,11,12,13,15,16,18,32,33,34,35,36,38,44,47}","{29,59,60}",13.2066833337148,3,-1,-2,2,-2,3,2,-3,3,3,2,2,3,3,1,6,3,2,3,3,5,2,1,5,4,6,6,7,7,4,1,5,5,5,5,1,5,7,3,2,5,5,2,4,4,1,5,6,5,5,1,5,6,3,2,5,5,2,4,4,1,5,6,5,5,1,5,6,3,2,5,5,2,3,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"21156717-732f-40dc-8938-a232eb20e47c","BIAS_GAUGE","True",0,"True","Female",38,"Bachelor’s degree","Advanced",-10,"Several times per day","{""New York Times"",MSNBC,Reuters,""The Washington Post"",""The Guardian"",Vice,BuzzFeed}",5,-5,-5,-5,"{""Strongly agree"",Emotional,""Not at all believable"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","{""Somewhat agree"",Emotional,Believable,Truthful,Credible,""Very unlikely""}","{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat disagree"",""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Somewhat agree"",Emotional,""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{Agree,Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Disagree,Emotional,""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Somewhat disagree"",Emotional,Believable,Truthful,Credible,""Very unlikely""}","{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat disagree"",""Very emotional"",Believable,Truthful,Credible,""Very unlikely""}","{Disagree,Emotional,""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{8,27,32,36,37}","{27}","{7,29,30,31,32,33}","{10,11,22,33,39,40}","{1,32,36}","{29,59}",10.8656166672707,3,1,-2,1,1,2,-1,-2,1,2,-2,-1,2,-1,-2,5,5,2,3,6,6,2,2,5,5,5,5,6,6,5,1,5,6,6,2,2,6,6,6,2,6,5,2,5,6,1,5,6,6,2,2,6,6,6,2,6,5,2,5,6,1,5,6,6,2,2,6,6,6,2,6,5,2,5,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"43aa7fdc-aadd-41b3-97a9-396b423cfae5","TRUST","True",0,"True","Male",67,"Graduate work","Advanced",2,"Several times per day","{}",-5,5,0,5,"{""Somewhat agree"",""Very emotional"",""Extremely believable"",""Extremely truthful"",""Very credible"",""Very unlikely""}","{Agree,""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Disagree,""Not at all emotional"",""Extremely believable"",""Very truthful"",""Extremely credible"",""Very unlikely""}","{""Strongly agree"",Emotional,Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Moderately emotional"",""Moderately believable"",Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{Disagree,""Not at all emotional"",""Moderately believable"",""Moderately truthful"",Credible,""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{""Somewhat agree"",""Very emotional"",""Low believability"",""Not at all truthful"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",Emotional,Believable,""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{Agree,Emotional,""Moderately believable"",""Slightly truthful"",Credible,""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Very credible"",""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Slightly believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{8,11,12,13,27,28}","{27,28}","{16,17,18,19,22,24}","{22,33}","{0,13,15,18,32,33,35,36,38}","{29,30,31,59,60}",18.5866333325704,1,2,-2,3,-2,3,-2,-3,1,1,1,2,1,3,2,6,3,1,5,4,6,1,1,6,3,5,5,3,6,4,7,3,7,5,4,2,4,7,2,4,5,4,4,3,3,7,4,6,5,5,2,4,7,1,4,3,3,4,3,3,6,4,7,5,5,1,5,7,2,3,4,5,6,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"756a7d63-f43e-43d1-9046-3f97cd658073","POLITICAL","True",0,"True","Female",34,"High school graduate","Advanced",2,"Once per day","{Reuters}",-4,5,0,0,"{Disagree,""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Slightly believable"",""Low truthfulness"",""Slightly credible"",""Very unlikely""}","{Disagree,""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",Emotional,Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat agree"",""Low emotionality"",""Extremely believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Slightly believable"",""Slightly truthful"",""Not at all credible"",""Very unlikely""}","{Disagree,""Not at all emotional"",""Extremely believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Somewhat disagree"",""Very emotional"",Believable,""Moderately truthful"",Credible,""Very unlikely""}","{Agree,""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Slightly believable"",""Moderately truthful"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",Believable,""Moderately truthful"",Credible,""Very unlikely""}","{8,11,12,13,27,36,37}","{}","{16,24,25,26,27,28,51,52}","{22,23,24,25,33}","{0,1,11,12,13,32,33,35,36,38}","{29,59}",34.2776499986649,-2,3,-2,3,1,3,-2,-3,3,1,-1,2,3,3,1,1,6,1,5,2,7,1,1,7,3,6,6,5,7,3,5,3,5,5,7,3,7,7,3,5,5,4,4,3,5,5,2,5,5,6,3,6,5,3,5,4,4,4,4,4,5,3,5,5,6,1,6,5,2,5,5,4,4,2,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"dffb6991-2e6e-449b-9067-c4f76e375b11","BIAS_HIGH","True",0,"True","Female",42,"Bachelor’s degree","Advanced",-8,"Several times per day","{""Fox News"",""New York Times"",CNN,MSNBC,""New York Post"",""ABC News"",""CBS News"",""The Washington Post"",""The Guardian"",""Business Insider"",BuzzFeed,""The Wall Street Journal""}",-1,4,-4,0,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Low truthfulness"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat disagree"",""Low emotionality"",Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Disagree,""Low emotionality"",""Very believable"",Truthful,Credible,""Very unlikely""}","{""Somewhat agree"",""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Very emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{5,8,13,16,17,27,34,35,40}","{12,13,14,15,16,22,23,24,27,28,29,30,31,32}","{7,16,17,22,24,25}","{0,1,2,3,11,22,23,24,25}","{1,3,4,5,11,12,13,15,16,17,18,32,33,35,36,43}","{29,30,31,47,48,49,50,51,58,59,60}",41.3306499997775,1,1,1,1,1,2,-1,-2,1,1,2,1,1,2,1,3,4,2,4,5,6,2,2,6,4,5,5,4,6,5,3,4,4,4,3,2,5,6,3,4,4,4,4,3,4,2,4,4,4,3,2,4,5,3,4,4,4,4,3,4,3,3,3,4,3,2,4,5,3,4,3,4,4,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"de1f5a09-254f-4439-950c-79411e60e80c","BIAS_GAUGE","True",0,"True","Female",83,"Graduate work","Advanced",-10,"Once per day","{""Google news""}",5,-5,-5,-5,"{""Strongly disagree"",""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Disagree,Emotional,""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly disagree"",""Low emotionality"",""Moderately believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly disagree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Moderately emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{""Strongly agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",Emotional,Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Moderately emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",Emotional,Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Very emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",Emotional,Believable,Truthful,Credible,""Very unlikely""}","{27,28,31,32,33,34,35,40,41}","{13,14,15,16,27,28,29,30,31,32}","{22,24,25,26,27,28,48,49,50,51,52}","{22,23,24,25}","{0,1,2,3,4,5,15,16,17,18,19,31,32}","{29,30,31,36,37,38,39,58,59,60}",17.2226833343506,-3,-2,-3,-3,-2,3,-3,-3,3,2,3,3,3,3,3,1,5,2,2,2,4,1,1,3,3,5,4,5,6,5,2,4,4,4,4,2,3,3,4,4,5,5,5,5,5,2,3,3,4,4,2,3,3,4,4,5,5,5,5,5,2,3,4,4,4,2,3,3,4,4,5,5,5,5,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"d5a8b00e-4f09-4022-b16a-93dd25e9dcf4","BIAS_BAR","True",0,"True","Male",49,"Bachelor’s degree","Advanced",-4,"Several times per day","{CNN,MSNBC,Reuters}",-1,-3,-5,-3,"{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{Disagree,""Slightly emotional"",Believable,Truthful,""Moderately credible"",""Very unlikely""}","{Disagree,""Low emotionality"",Believable,Truthful,Credible,""Very unlikely""}","{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",Emotional,""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Not at all credible"",""Very unlikely""}","{""Somewhat disagree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Strongly agree"",""Extremely emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{Disagree,""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Moderately credible"",""Very unlikely""}","{}","{}","{16,22,24,25}","{33}","{0,1,31,32,38}","{}",14.4205666700999,-2,-2,-2,2,-1,3,-3,-3,3,-1,-1,3,3,3,-2,1,3,2,5,3,5,1,1,6,3,3,7,6,7,4,6,5,5,4,4,2,6,7,2,4,5,4,2,3,3,6,5,5,4,4,2,6,7,2,4,5,4,2,3,3,6,4,5,4,4,2,6,7,1,4,5,4,2,3,4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"a4addfa0-fad4-4f74-bd92-7e32e0158213","TRUST","True",0,"True","Male",39,"Bachelor’s degree","Advanced",-7,"Several times per day","{""New York Times"",MSNBC,CNN,Reuters,""USA Today"",""ABC News"",""CBS News"",""The Washington Post"",""The Wall Street Journal"",""Business Insider""}",5,-5,-5,-5,"{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Moderately emotional"",Believable,""Moderately truthful"",""Moderately credible"",Unlikely}","{""Somewhat disagree"",""Low emotionality"",Believable,Truthful,Credible,""Somewhat likely""}","{Agree,Emotional,""Slightly believable"",""Low truthfulness"",""Low credibility"",Unlikely}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Agree,""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{Disagree,""Low emotionality"",Believable,Truthful,Credible,""Somewhat likely""}","{Disagree,""Low emotionality"",""Very believable"",Truthful,Credible,Likely}","{Agree,Emotional,""Slightly believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{""Somewhat agree"",""Moderately emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Somewhat likely""}","{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Somewhat likely""}","{Agree,""Very emotional"",Believable,Truthful,""Moderately credible"",""Somewhat unlikely""}","{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Somewhat likely""}","{27,34,40}","{16,23,24,27,28}","{16,24,25,26,27,28}","{10,11,22,23,24,25,38,39}","{0,1,15,16,17,18,31,32,38,44,47}","{29,30,31,58,59,60}",20.4583666682243,3,1,-1,2,2,3,-2,-2,2,1,1,1,1,2,1,6,4,2,5,6,6,2,2,5,3,4,3,3,6,3,2,5,5,3,3,2,5,6,3,4,5,5,5,5,5,2,4,5,2,3,2,5,5,2,4,4,5,5,5,5,2,4,5,2,3,2,5,5,2,4,4,5,5,4,5,-3,-2,1,-2,-2,-3,1,2,-3,-1,-1,1,1,-1,1
"14141ead-85e6-4241-b73c-58684359cfe4","BIAS_BAR","True",0,"True","Female",21,"Some high school","Advanced",2,"Never or very rarely","{}",-3,1,-1,0,"{""Somewhat disagree"",""Low emotionality"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{Disagree,""Low emotionality"",""Moderately believable"",""Moderately truthful"",Credible,""Somewhat unlikely""}","{Disagree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","{Disagree,""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Moderately credible"",""Somewhat unlikely""}","{Disagree,""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{Disagree,""Moderately emotional"",""Moderately believable"",Truthful,""Moderately credible"",""Neither unlikely nor likely""}","{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","{Agree,""Slightly emotional"",""Low believability"",""Slightly truthful"",""Slightly credible"",Unlikely}","{Agree,""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Neither unlikely nor likely""}","{Disagree,""Slightly emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{""Strongly disagree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{36,37,38,39,40,41}","{15,16,23,24,27,28}","{}","{}","{15,16,18,19}","{29,30,31}",12.349066666762,-1,1,-2,-2,-2,2,-2,-2,2,2,2,-2,-3,2,1,2,3,2,3,2,3,2,4,3,3,4,3,2,3,4,3,4,4,4,3,3,4,4,3,2,3,3,4,4,4,4,4,4,4,3,3,4,5,3,3,3,4,4,4,4,4,4,5,4,3,4,4,4,3,3,3,4,4,4,4,-1,0,-1,0,-2,-1,0,0,-1,-2,0,-1,0,0,0
